content_id,summary
542316,"People Call Kangana Ranaut 'Corona Spreader' After She Was Spotted Sans Mask Once AgainKangana Ranaut / TwitterSome even tagged Mumbai Police and CM Uddhav Thackeray and urged them to take action against her.""Her rules are for others but not for herself as always seen without a mask in public places not learned any lesson even after recovering from COVID"", wrote a user.Tillotama Shome Awarded Best Actor At UK Asian Film Festival for 'Raahgir'A big win for India, actor Tillotama Shome has won the Best Actor award at the latest edition of the UK Asian Film Festival for her film 'Raahgir: The Wayfarers', which is directed by Goutam Ghose."
542314,"Getting vaccinated against COVID-19 will help keep you and those around you safe from the virus, but does it prove your patriotism?Inform people that I've been vaccinated, which is why I've been honoured,"" a cop can be heard saying in the video.""In the video, the cops can also be seen forcing those who have not taken the vaccine to read out the note they were made to wear."
542313,"With the pandemic still ruling our lives, not only humans but animals are also suffering in some way.To make their life easier, a police constable took the initiative to feed monkeys in Chhattisgarh’s Surajpur area, as per ANI.Forest dept should start an initiative to feed monkeys,"" he said."
542312,"Maguila Júnior, a resident of Brazilian city of Sao Paulo, was at the convention centre at Beach Point, to receive his first jab of the coronavirus vaccine.Although the nurse administering the injection tried to assure him, it didn’t pay any dividends and as soon as he got the shot, he fell on the ground — all the while his partner was recording the moment.Last week, a clip went viral showing an elderly woman in Uttar Pradesh hiding behind a drum to dodge a Covid vaccine team."
542311,"Trinamool Congress MP Nusrat Jahan released a statement stating her wedding ceremony with businessman Nikhil Jain in Turkey two years ago, is ""invalid"".Nusrat Jahan with husband Nikhil Jain / Nusrat Jahan InstagramAmid recent reports of their strained relationship, she said their separation happened long ago and that she did not speak about it as she wanted to keep her private life to herself.Our separation happened long back, but I did not speak about it as I intended to keep my private life to myself…The alleged marriage is not legal, valid and tenable; and thus not a marriage at all in the eye of the law,"" reads MP Nusrat Jahan's statement."
542310,"While talking about the tough times he facing during the pandemic, the actor revealed that he has no work since August last year.The good thing is that someone informed Police, which immediately jumped into action and reached his home.(If you need support or know someone who does, please reach out to your nearest mental health specialist Helplines: Aasra: 022 2754 6669; Sneha India Foundation: +914424640050 and Sanjivini: 011-24311918)"
542308,"Water-logging was reported in some low-lying areas, but the local train services remained unaffected, while routes of some BEST buses run the city civic body's transport wing were diverted.Read moreHere's more top news of the day:1) After Bhutan Disallowed Patanjali's Coronil, Now Nepal Says It Cannot Be Distributed Or Sold""The government has not issued any formal ban order against the medicine,"" Health Ministry Spokesperson Dr. Krishna Prasad Poudyal said amid reports that the ayurvedic drug, which claims to cure COVID-19 has been banned in Nepal.However, the current rate at which people are being vaccinated, the deadline seems rather ambitious to cover the entire population."
542306,"It significantly raises its stakes, aims bigger with an empowering story, and manages to effortlessly showcase the state of the world we live in.The Family Man 2 / Amazon Prime VideoOn the Internet, audiences, and fans stood impressed with Samantha Akkineni's performance as Raji and now co-star, Manoj Bajpayee can't stop praising the actress as well.The Family Man 2 / Amazon Prime Video""She's been going through that preparation and the physical process of a transformation, that completely threw me off as to how dedicated and how sincere she is as an actor and how professional she is,"" concluded Manoj Bajpayee."
542305,"Ratko Mladić, the former Bosnian Serb commander nicknamed the “butcher of Bosnia”, will spend the rest of his life in prison after a UN court dismissed his final appeal against convictions for genocide and crimes against humanity, in a judgment hailed as “historic” by the White House.There was the odd shake of the head, but Mladić’s behaviour stood in sharp contrast to his final appearance during the original 2017 conviction, where he had shouted “this is all lies” and “I’ll fuck your mother”, while gesticulating at the relatives of his victims.Mladic joins his former political master, ex-Bosnian Serb President Radovan Karadzic, in serving a life sentence for masterminding ethnic bloodshed in the Bosnian war that left more than 1,00,000 dead and millions homeless."
542304,"Also Read: Prof Narayanan's Research Teaches AI To Find Anyone's Emotional State By VoiceThe project is being led by Carol Espy-Wilson, a professor of electrical and computer engineering at the University of Maryland.The app harnessing the power of AI would help in tracking of their mental health status as well as alerting individuals if it detects any worrying signs.Also Read: Eating Meat May Improve Mental Health, While One In Three Vegans May Be DepressedAccording to Professor Espy-Wilson, in a conversation with the Daily Mail, the app would look at their articulatory coordination, language and facial movements to understand the severity of depression."
